Date,MSCI World 100% Hedged to EUR
2001-12-31,94.86392997702993
2002-01-01,94.86676772691892
2002-01-02,95.03230319766122
2002-01-03,96.12250008153983
2002-01-04,96.73390910770672
2002-01-07,96.16102580842016
2002-01-08,95.5087524683806
2002-01-09,95.19002363982334
2002-01-10,94.83938340661383
2002-01-11,94.39512697177959
2002-01-14,93.44000014366938
2002-01-15,93.89033278435093
2002-01-16,92.71236021595539
2002-01-17,93.58597153302969
2002-01-18,93.08492618434325
2002-01-21,92.92954758154353
2002-01-22,92.42434100797315
2002-01-23,92.96023283785787
2002-01-24,93.56543675321736
2002-01-25,93.56124546140315
2002-01-28,93.8378491023082
2002-01-29,91.70769683866267
2002-01-30,91.76939932032305
2002-01-31,93.05953271188486
2002-02-01,92.59333417224202
2002-02-04,90.89795409734694
2002-02-05,90.13467874348667
2002-02-06,89.56543736434791
2002-02-07,89.80627989645124
2002-02-08,90.70078761377424
2002-02-11,91.73725399927886
2002-02-12,91.57013142405857
2002-02-13,92.33096258211891
2002-02-14,92.57051055545094
2002-02-15,91.69147966806179
2002-02-18,91.54974435535773
2002-02-19,89.90572063710928
2002-02-20,90.37075721886187
2002-02-21,90.08841370275823
2002-02-22,90.27126066152591
2002-02-25,91.51297636492933
2002-02-26,91.66607747700449
2002-02-27,92.3351230785886
2002-02-28,92.2146915575465
2002-03-01,93.86146483032182
2002-03-04,95.99718760463723
2002-03-05,95.51216650346001
2002-03-06,96.38701389155163
2002-03-07,96.50703541833474
2002-03-08,97.04972864274784
2002-03-11,97.22361468171859
2002-03-12,96.67475389162944
2002-03-13,95.97725505174303
2002-03-14,96.0026114455891
2002-03-15,96.92376458573072
2002-03-18,97.00107622866155
2002-03-19,97.50338733130481
2002-03-20,96.21585952143316
2002-03-21,96.1870206852395
2002-03-22,95.92978354554971
2002-03-25,94.90027899118652
2002-03-26,95.19516821770098
2002-03-27,95.62963609281427
2002-03-28,96.14301350491684
2002-03-29,95.96264775123748
2002-04-01,95.89592149608163
2002-04-02,95.3305008046469
2002-04-03,94.89471402995696
2002-04-04,94.68795971436384
2002-04-05,94.50806110022481
2002-04-08,94.17561276798406
2002-04-09,93.7107296445371
2002-04-10,94.59800253338459
2002-04-11,92.7826258819529
2002-04-12,93.15919934868641
2002-04-15,93.06659290147037
2002-04-16,94.8817499340765
2002-04-17,94.97073263507043
2002-04-18,94.73244463582263
2002-04-19,94.79183494803746
2002-04-22,93.8302863596033
2002-04-23,93.38496885816959
2002-04-24,92.92659150124457
2002-04-25,92.61846624442555
2002-04-26,91.68421534256973
2002-04-29,91.09709344983861
2002-04-30,91.7601697028033
2002-05-01,92.19206747621139
2002-05-02,92.05744377571713
2002-05-03,91.37857797900496
2002-05-06,90.31996161453336
2002-05-07,89.75063915398127
2002-05-08,92.37943704173504
2002-05-09,91.5732807050898
2002-05-10,90.40904111261553
2002-05-13,91.49374415889373
2002-05-14,92.92919704923843
2002-05-15,92.99371132488885
2002-05-16,93.39776246553124
2002-05-17,93.71094682151897
2002-05-20,92.93157334617372
2002-05-21,92.24354347311598
2002-05-22,92.28124516233805
2002-05-23,92.91045263146012
2002-05-24,92.31209629545138
2002-05-27,92.27747480560006
2002-05-28,91.61937262686656
2002-05-29,91.18946766247375
2002-05-30,90.66028787172309
2002-05-31,90.86372453221485
2002-06-03,89.49813636521941
2002-06-04,88.93243562525127
2002-06-05,89.2024491524481
2002-06-06,88.08977268950964
2002-06-07,87.5713109024095
2002-06-10,87.71680729421209
2002-06-11,87.08585575665784
2002-06-12,86.82429756661958
2002-06-13,85.85800095717929
2002-06-14,84.95253442009142
2002-06-17,86.90805316893639
2002-06-18,86.93296985864004
2002-06-19,85.50175218242964
2002-06-20,84.392208841723
2002-06-21,83.34820423265548
2002-06-24,83.08686332748948
2002-06-25,82.82246801831684
2002-06-26,81.99453553494547
2002-06-27,83.11657359716816
2002-06-28,84.15021546665459
2002-07-01,83.12182232102401
2002-07-02,81.3570325108594
2002-07-03,81.05705248540889
2002-07-04,81.48764299918014
2002-07-05,84.20603460700175
2002-07-08,83.49924933302081
2002-07-09,82.17157509525781
2002-07-10,79.73782961518712
2002-07-11,78.99927427192216
2002-07-12,78.80757257349948
2002-07-15,77.40071638726408
2002-07-16,76.53152299244697
2002-07-17,77.56805077867861
2002-07-18,76.89635941805814
2002-07-19,74.09433999794504
2002-07-22,71.58326836728342
2002-07-23,69.94338636375458
2002-07-24,71.61032494001127
2002-07-25,72.11037586087338
2002-07-26,72.73499058635294
2002-07-29,76.2336311130342
2002-07-30,76.58739574722514
2002-07-31,77.06521800844216
2002-08-01,74.83234355264737
2002-08-02,73.77203238173497
2002-08-05,71.68496117280132
2002-08-06,73.51445969115979
2002-08-07,74.45638060841455
2002-08-08,76.70701380219587
2002-08-09,77.40377396287191
2002-08-12,76.52451043174298
2002-08-13,75.76678294267286
2002-08-14,76.907825783237
2002-08-15,78.20176990329136
2002-08-16,78.26442985970266
2002-08-19,79.86331876038201
2002-08-20,78.92246056951356
2002-08-21,79.74143899396523
2002-08-22,80.99467223532889
2002-08-23,79.62344616805971
2002-08-26,79.93375348590877
2002-08-27,79.51627088180953
2002-08-28,77.7044513908209
2002-08-29,77.14950644740281
2002-08-30,77.26680983273627
2002-09-02,76.80266757785978
2002-09-03,73.87888610935485
2002-09-04,74.54449021879184
2002-09-05,73.85174567167084
2002-09-06,75.08580681333132
2002-09-09,75.31980421512229
