Date,MSCI USA 100% hedged to EUR
2001-12-31,85.9547734468047
2002-01-01,85.95824994658763
2002-01-02,86.53455611793987
2002-01-03,87.38590327759326
2002-01-04,87.96595494991038
2002-01-07,87.38881072422242
2002-01-08,87.10050253910724
2002-01-09,86.68384033505143
2002-01-10,86.79018748001097
2002-01-11,85.97762334533321
2002-01-14,85.45309899340252
2002-01-15,86.08869170808295
2002-01-16,84.6957221825668
2002-01-17,85.601562668252
2002-01-18,84.6893043877224
2002-01-21,84.69894360498624
2002-01-22,84.03479386180346
2002-01-23,84.69411796390125
2002-01-24,84.96894936406672
2002-01-25,85.06315765951474
2002-01-28,85.07435607520382
2002-01-29,82.56697597485734
2002-01-30,83.48945656624414
2002-01-31,84.78140130559777
2002-02-01,84.14891314546294
2002-02-04,82.06847371637402
2002-02-05,81.83288428971083
2002-02-06,81.36810271396598
2002-02-07,81.13550819654021
2002-02-08,82.38209199912048
2002-02-11,83.54596012020917
2002-02-12,83.22119299522447
2002-02-13,84.04817079189671
2002-02-14,83.9339913179641
2002-02-15,82.92994112995606
2002-02-18,82.93399469711888
2002-02-19,81.41808259910407
2002-02-20,82.51599104284641
2002-02-21,81.24881198194002
2002-02-22,81.94942233854952
2002-02-25,83.39519988484471
2002-02-26,83.37031349031602
2002-02-27,83.41817078174203
2002-02-28,83.19455916250477
2002-03-01,85.19698087782562
2002-03-04,86.8822827749748
2002-03-05,86.31980226921289
2002-03-06,87.52895698895097
2002-03-07,87.06948579523515
2002-03-08,87.61371747499729
2002-03-11,87.92994086422705
2002-03-12,87.74614206448746
2002-03-13,86.8891155271007
2002-03-14,86.76093064595442
2002-03-15,87.75718751746642
2002-03-18,87.72822212163477
2002-03-19,88.03535511651577
2002-03-20,86.63240428595341
2002-03-21,86.80261737238993
2002-03-22,86.47488036001837
2002-03-25,85.25148671521994
2002-03-26,85.7189016688146
2002-03-27,86.14860737690204
2002-03-28,86.3524524770028
2002-03-29,86.35578127530309
2002-04-01,86.29531232383519
2002-04-02,85.51741776107399
2002-04-03,84.70351939652282
2002-04-04,84.77930925028912
2002-04-05,84.49682113731919
2002-04-08,84.65516041724355
2002-04-09,84.04757978976768
2002-04-10,84.9614194575681
2002-04-11,82.90807978100393
2002-04-12,83.45432747030304
2002-04-15,82.79054275818412
2002-04-16,84.7402138954809
2002-04-17,84.58655089190823
2002-04-18,84.5038053482917
2002-04-19,84.55061954554301
2002-04-22,83.22883575558066
2002-04-23,82.67566430072202
2002-04-24,82.13695172340613
2002-04-25,82.09900177519252
2002-04-26,80.9543674546997
2002-04-29,80.16193918380299
2002-04-30,81.02099071803246
2002-05-01,81.78403809100692
2002-05-02,81.60033596386666
2002-05-03,80.70280493007195
2002-05-06,79.14263053848939
2002-05-07,78.8751105166722
2002-05-08,81.97702355138817
2002-05-09,80.74925254340228
2002-05-10,79.41797838939684
2002-05-13,80.91383981290447
2002-05-14,82.68724161705921
2002-05-15,82.28188673854265
2002-05-16,82.83165344400892
2002-05-17,83.45617377004976
2002-05-20,82.35411143309206
2002-05-21,81.45178750667455
2002-05-22,81.90248158043784
2002-05-23,82.76471500532635
2002-05-24,81.76286671774022
2002-05-27,81.77561172163674
2002-05-28,81.10576648399513
2002-05-29,80.5849304070287
2002-05-30,80.40141901788967
2002-05-31,80.50810756502202
2002-06-03,78.48109244153099
2002-06-04,78.52228695993568
2002-06-05,79.20209658208537
2002-06-06,77.6364335779721
2002-06-07,77.46119260186754
2002-06-10,77.70598579265018
2002-06-11,76.32803240660607
2002-06-12,76.90397940971457
2002-06-13,76.15691309607259
2002-06-14,76.03100838126437
2002-06-17,78.17342011609983
2002-06-18,78.25963995667102
2002-06-19,77.00988909250928
2002-06-20,75.93672018188208
2002-06-21,74.65774603000176
2002-06-24,75.00374559404506
2002-06-25,73.70671277967608
2002-06-26,73.64103445702678
2002-06-27,74.80425986677155
2002-06-28,74.78330253529674
2002-07-01,73.0554433724587
2002-07-02,71.55090852700268
2002-07-03,71.99858864568581
2002-07-04,71.99796389223597
2002-07-05,74.71358296236178
2002-07-08,73.7857520484521
2002-07-09,71.9350040892914
2002-07-10,69.57657189309938
2002-07-11,70.1906119817443
2002-07-12,69.79430021386149
2002-07-15,69.69651134580349
2002-07-16,68.55169798546012
2002-07-17,69.01493440823275
2002-07-18,67.11526120236596
2002-07-19,64.74283978575434
2002-07-22,62.5833292693622
2002-07-23,60.685122978035636
2002-07-24,64.18031806787707
2002-07-25,63.85042840631648
2002-07-26,64.89141090837325
2002-07-29,68.3907656420603
2002-07-30,68.78428535003742
2002-07-31,69.4447756030606
2002-08-01,67.3308503705271
2002-08-02,65.8096598010905
2002-08-05,63.55055213317808
2002-08-06,65.36451611572109
2002-08-07,66.75028915407057
2002-08-08,69.01673674212351
2002-08-09,69.26786696961139
2002-08-12,68.92399233168125
2002-08-13,67.37823464704347
2002-08-14,70.10476107987186
2002-08-15,70.90920284547397
2002-08-16,70.83282015989033
2002-08-19,72.54163838019986
2002-08-20,71.51974703472726
2002-08-21,72.46194747922644
2002-08-22,73.51927149934667
2002-08-23,71.80490647132102
2002-08-26,72.37413303696097
2002-08-27,71.302606766015
2002-08-28,70.0041128657395
2002-08-29,69.9942296965323
2002-08-30,69.83785527611049
2002-09-02,69.84403849773138
2002-09-03,66.92132849902167
2002-09-04,68.08760058254808
