Date,MSCI USA 100% hedged to EUR
2002-09-05,66.99037062703746
2002-09-06,68.1127114306346
2002-09-09,68.78183853569895
2002-09-10,69.27542213091684
2002-09-11,69.28278028126779
2002-09-12,67.54287302791857
2002-09-13,67.73454917324037
2002-09-16,67.84694063549263
2002-09-17,66.4708726362275
2002-09-18,66.19798881690487
2002-09-19,64.18647483365939
2002-09-20,64.30496881551478
2002-09-23,63.466301928055785
2002-09-24,62.32657154716842
2002-09-25,63.89410527176452
2002-09-26,65.02652963250283
2002-09-27,62.87147901698351
2002-09-30,62.07735417077201
2002-10-01,64.63162673266007
2002-10-02,63.12187804142596
2002-10-03,62.434733090343585
2002-10-04,61.006346132042935
2002-10-07,59.83381168418791
2002-10-08,60.81800989229823
2002-10-09,59.1947100359701
2002-10-10,61.31055818444725
2002-10-11,63.747638465815434
2002-10-14,64.22225953066878
2002-10-15,67.35418618502408
2002-10-16,65.69806932283213
2002-10-17,67.26837463823394
2002-10-18,67.6681412762167
2002-10-21,68.8277328558968
2002-10-22,68.10671994913812
2002-10-23,68.5577770374441
2002-10-24,67.5061188465834
2002-10-25,68.65410379160873
2002-10-28,68.06732756763272
2002-10-29,67.39757322290139
2002-10-30,68.13602582040333
2002-10-31,67.76091713293019
2002-11-01,68.94273771035579
2002-11-04,69.57171082247245
2002-11-05,70.14083805077121
2002-11-06,70.80383738428787
2002-11-07,69.15120731615093
2002-11-08,68.53305986867763
2002-11-11,67.11226861962182
2002-11-12,67.63786553869392
2002-11-13,67.58757205456654
2002-11-14,69.24454780201526
2002-11-15,69.65166892033277
2002-11-18,68.97243824815808
2002-11-19,68.70497066252449
2002-11-20,70.05087024843294
2002-11-21,71.60806388265432
2002-11-22,71.35986113197934
2002-11-25,71.60325670020892
2002-11-26,70.079329639342
2002-11-27,72.0818398779945
2002-11-28,72.0630886455567
2002-11-29,71.87443707965629
2002-12-02,71.74621975500507
2002-12-03,70.6830661953836
2002-12-04,70.43494336486278
2002-12-05,69.60761249952239
2002-12-06,70.07099270603383
2002-12-09,68.50916210366168
2002-12-10,69.47564527896664
2002-12-11,69.53659641926433
2002-12-12,69.31684773148949
2002-12-13,68.43551350921113
2002-12-16,70.01882076879932
2002-12-17,69.47689918148525
2002-12-18,68.5814543287705
2002-12-19,68.07371331009195
2002-12-20,68.94117971270013
2002-12-23,69.08474204213114
2002-12-24,68.7167667001865
2002-12-25,68.71982993783087
2002-12-26,68.49796782001278
2002-12-27,67.47358281802799
2002-12-30,67.76231239464559
2002-12-31,67.8332702554681
2003-01-01,67.83617247616394
2003-01-02,70.14318018640378
2003-01-03,70.11340776179908
2003-01-06,71.71770561442418
2003-01-07,71.28663895418694
2003-01-08,70.27694743668768
2003-01-09,71.62013474258156
2003-01-10,71.63598517131867
2003-01-13,71.53400525228882
2003-01-14,71.98283436389528
2003-01-15,70.96043550490162
2003-01-16,70.67472671349269
2003-01-17,69.66059148630144
2003-01-20,69.66505655045435
2003-01-21,68.61436713978593
2003-01-22,67.9426087728078
2003-01-23,68.63457994434432
2003-01-24,66.68683585044099
2003-01-27,65.6310156123764
2003-01-28,66.47095487963361
2003-01-29,66.93161469724254
2003-01-30,65.43851137256742
2003-01-31,66.29608764276736
2003-02-03,66.64937174232831
2003-02-04,65.70578448894314
2003-02-05,65.35946389145305
2003-02-06,64.97085472534778
2003-02-07,64.3148319771213
2003-02-10,64.80293849218124
2003-02-11,64.25002791927335
2003-02-12,63.430294470993644
2003-02-13,63.35834948238723
2003-02-14,64.69390219963378
2003-02-17,64.69285046350764
2003-02-18,66.0063136068765
2003-02-19,65.5657274456103
2003-02-20,64.95465541081029
2003-02-21,65.8113568673832
2003-02-24,64.62726866902015
2003-02-25,65.07805997960496
2003-02-26,64.25005218226036
2003-02-27,65.00400248977205
2003-02-28,65.33111017397457
2003-03-03,64.8578340507559
2003-03-04,63.89359979681765
2003-03-05,64.56297748865357
2003-03-06,63.97497388307639
2003-03-07,64.49384565377203
2003-03-10,62.866643329999505
2003-03-11,62.37297986035198
2003-03-12,62.62629435977607
2003-03-13,64.72082473845333
2003-03-14,64.82888287957432
2003-03-17,67.1494056108838
2003-03-18,67.46937941535344
2003-03-19,68.06289142444878
2003-03-20,68.22270332549292
2003-03-21,69.82998618891948
2003-03-24,67.29443280164958
2003-03-25,68.10692977639842
2003-03-26,67.72688995845218
2003-03-27,67.60608053828787
2003-03-28,67.20532266173765
2003-03-31,65.98027106829625
2003-04-01,66.78515851519907
2003-04-02,68.58502275499619
2003-04-03,68.25192619197583
2003-04-04,68.46076349464109
2003-04-07,68.5929474968004
2003-04-08,68.472280892094
2003-04-09,67.48585127123486
2003-04-10,67.89672248379829
2003-04-11,67.66073646834597
2003-04-14,68.99199891502357
2003-04-15,69.41301907022387
2003-04-16,68.56211995818092
2003-04-17,69.63317065125393
2003-04-18,69.6355451474182
2003-04-21,69.5465320196693
2003-04-22,71.02346844026103
2003-04-23,71.6688133780562
2003-04-24,71.05304016429706
2003-04-25,70.06672592672307
2003-04-28,71.3265886728332
2003-04-29,71.53804320883003
2003-04-30,71.41563626420792
2003-05-01,71.40768518540011
2003-05-02,72.47058362948769
2003-05-05,72.19623625051678
2003-05-06,72.79023216471158
2003-05-07,72.45255679855607
2003-05-08,71.7464449408695
2003-05-09,72.76354116370602
2003-05-12,73.64749175363248
2003-05-13,73.45113004584601
2003-05-14,73.2769085535465
2003-05-15,73.8445279013203
2003-05-16,73.67077952405575
2003-05-19,71.89016127714694
2003-05-20,71.80342219968718
2003-05-21,72.09836330355779
2003-05-22,72.75320283933537
2003-05-23,72.86705861044601
2003-05-26,72.86365094006325
2003-05-27,74.21127778047658
2003-05-28,74.35903961934466
2003-05-29,74.0692123030572
2003-05-30,75.09224751458602
2003-06-02,75.34666595538921
2003-06-03,75.71213680382512
2003-06-04,76.8786356250312
2003-06-05,77.15837093536658
2003-06-06,77.00699457481767
2003-06-09,76.05183302291334
2003-06-10,76.75473134208285
2003-06-11,77.75654516631378
2003-06-12,77.82427950430271
2003-06-13,77.03769855914877
2003-06-16,78.72879421567681
2003-06-17,78.82185860514153
2003-06-18,78.72073545008826
2003-06-19,77.55400409520202
2003-06-20,77.63777304865484
2003-06-23,76.5479146367414
2003-06-24,76.6703811383738
2003-06-25,76.07073474019525
2003-06-26,76.95773361413049
2003-06-27,76.21484807349432
2003-06-30,76.07912604103447
2003-07-01,76.66023579665585
2003-07-02,77.55977742683854
2003-07-03,76.95103381461766
2003-07-04,76.95618728059263
2003-07-07,78.46905651148403
2003-07-08,78.77583830496144
2003-07-09,78.36089399386925
2003-07-10,77.27650291225113
2003-07-11,78.04017629753403
2003-07-14,78.53855173962586
2003-07-15,78.29908906546629
2003-07-16,77.77581898079464
2003-07-17,76.80825215060666
2003-07-18,77.72714560774143
2003-07-21,76.5608701227703
2003-07-22,77.28148647810087
2003-07-23,77.33037124274182
2003-07-24,76.7535656109762
2003-07-25,78.08502780358927
2003-07-28,77.94711984388803
2003-07-29,77.42099699881676
2003-07-30,77.2984395288766
2003-07-31,77.56086606625233
2003-08-01,76.76832866413926
2003-08-04,76.98182488508694
2003-08-05,75.61459069028436
2003-08-06,75.73335180280787
2003-08-07,76.30709083930824
2003-08-08,76.56202459854549
2003-08-11,76.82384181559455
2003-08-12,77.57105759328539
2003-08-13,77.09337282154223
2003-08-14,77.58828284745998
2003-08-15,77.6284386384361
2003-08-18,78.36858810651387
2003-08-19,78.58105812825225
2003-08-20,78.41993654777202
2003-08-21,78.66808085429389
2003-08-22,77.85846851362331
2003-08-25,77.89997905873183
2003-08-26,78.14027194643309
2003-08-27,78.1689573610154
2003-08-28,78.66893331425607
2003-08-29,79.08355696802363
2003-09-01,79.08540671119871
2003-09-02,80.17218905202157
2003-09-03,80.52630873612932
2003-09-04,80.66921178779566
2003-09-05,80.14913137372444
2003-09-08,80.97545289521085
2003-09-09,80.28631823943513
2003-09-10,79.29851678508261
2003-09-11,79.74489809386492
2003-09-12,79.90466388768067
2003-09-15,79.59262817872956
2003-09-16,80.70771107223297
2003-09-17,80.46066371907932
2003-09-18,81.5153626348771
2003-09-19,81.23682712185179
2003-09-22,80.21546499401917
2003-09-23,80.69101928396643
2003-09-24,79.21770482883157
2003-09-25,78.75009208405905
2003-09-26,78.28169234208698
2003-09-29,79.04021729444692
2003-09-30,78.26056830217495
2003-10-01,79.9877857322095
2003-10-02,80.16053617075832
2003-10-03,80.93457913685553
2003-10-06,81.27073218809593
2003-10-07,81.63369753283177
2003-10-08,81.2338704606179
2003-10-09,81.62385131718814
2003-10-10,81.57591768949239
2003-10-13,82.18062461256686
2003-10-14,82.50149804633034
2003-10-15,82.29274855594664
2003-10-16,82.55647811739884
2003-10-17,81.73415960556561
2003-10-20,82.14738620317338
2003-10-21,82.27050748912697
2003-10-22,81.00708991390488
2003-10-23,81.28783359608006
2003-10-24,80.94314073661073
2003-10-27,81.13722030892951
2003-10-28,82.41671194492322
2003-10-29,82.52507768878392
2003-10-30,82.45377359050691
2003-10-31,82.76885143040055
2003-11-03,83.45362033791768
2003-11-04,82.98875919555802
2003-11-05,82.90786783311
2003-11-06,83.42159617177659
2003-11-07,83.04102679531744
2003-11-10,82.55751171681115
2003-11-11,82.49905043341576
2003-11-12,83.4968987364466
2003-11-13,83.51108088898155
2003-11-14,82.89955236037933
2003-11-17,82.39321544774192
2003-11-18,81.67129241488529
2003-11-19,82.33260687787119
2003-11-20,81.66258464327237
2003-11-21,81.79674264546844
2003-11-24,83.07252166234643
2003-11-25,83.22844477577954
2003-11-26,83.58667049834182
2003-11-27,83.59079799141283
2003-11-28,83.57620376683904
2003-12-01,84.51601802607762
2003-12-02,84.26923433598738
2003-12-03,84.11600849639235
2003-12-04,84.51109420817387
2003-12-05,83.85725540131199
2003-12-08,84.46240247432657
2003-12-09,83.73650479216363
2003-12-10,83.67442532883528
2003-12-11,84.62658931916279
2003-12-12,84.84050510892753
2003-12-15,84.38266735990958
2003-12-16,84.9201949830406
2003-12-17,85.01588642065332
2003-12-18,86.02692144148172
2003-12-19,86.00100139408764
2003-12-22,86.30546155911856
2003-12-23,86.55776180379553
2003-12-24,86.41148880923726
2003-12-25,86.41379304347855
2003-12-26,86.54745257079637
2003-12-29,87.60343705684606
2003-12-30,87.59453441928086
2003-12-31,87.73653298324733
2004-01-01,87.74138373364322
2004-01-02,87.50113570368399
2004-01-05,88.57760909522477
2004-01-06,88.67560067136134
2004-01-07,88.88430635353335
2004-01-08,89.33344786479938
2004-01-09,88.55313237048279
2004-01-12,88.98537669881284
2004-01-13,88.49852933579841
2004-01-14,89.23608473593855
2004-01-15,89.35954055319355
2004-01-16,90.03870055283849
2004-01-19,90.04782684471843
2004-01-20,89.93605794663597
2004-01-21,90.63599647254601
2004-01-22,90.33029569110488
2004-01-23,90.14478297853888
2004-01-26,91.27807905243132
2004-01-27,90.34437883476481
2004-01-28,89.13730288684562
2004-01-29,89.61509268585509
2004-01-30,89.39606006129533
2004-02-02,89.70233943184157
2004-02-03,89.73774174183802
2004-02-04,88.996110365312
2004-02-05,89.12400027778367
2004-02-06,90.22920190608822
2004-02-09,90.01423783711446
2004-02-10,90.46705621047603
2004-02-11,91.42549457706627
2004-02-12,90.97692208839084
2004-02-13,90.50118816448635
2004-02-16,90.50926241342471
2004-02-17,91.33137561200796
2004-02-18,90.93716782987478
2004-02-19,90.55955186951755
2004-02-20,90.34747470461365
2004-02-23,90.10781971646752
2004-02-24,89.97209604043003
2004-02-25,90.36559827657172
2004-02-26,90.51704958187386
2004-02-27,90.5093968174884
2004-03-01,91.34408319051039
2004-03-02,90.81695407058709
2004-03-03,90.99638744818236
2004-03-04,91.29640964200405
2004-03-05,91.44259386728491
2004-03-08,90.68726693513811
2004-03-09,90.16714774276707
2004-03-10,88.84158384522617
2004-03-11,87.51788780111987
2004-03-12,88.62125977922236
2004-03-15,87.3421907469024
2004-03-16,87.87952776140087
2004-03-17,88.88753023373653
2004-03-18,88.7888686087643
2004-03-19,87.77447327786356
2004-03-22,86.64648981171442
2004-03-23,86.50943762067448
2004-03-24,86.26195063429039
2004-03-25,87.70030961645112
2004-03-26,87.57088793162201
2004-03-29,88.77236947875144
2004-03-30,89.14559123893805
2004-03-31,89.09830440256009
2004-04-01,89.596154303906
2004-04-02,90.36202683935664
2004-04-05,91.09666368580713
2004-04-06,90.86183495417684
2004-04-07,90.24351586433787
2004-04-08,90.16955328372461
2004-04-09,90.17208375483605
2004-04-12,90.64691959792428
2004-04-13,89.38233950139626
2004-04-14,89.2804228537415
2004-04-15,89.3522636480426
2004-04-16,89.79279910492033
2004-04-19,89.9463839849689
2004-04-20,88.50125134422015
2004-04-21,89.01632536268598
2004-04-22,90.33561435322464
2004-04-23,90.38096250735917
2004-04-26,90.01408250690233
2004-04-27,90.22029986363704
2004-04-28,88.93824589697732
2004-04-29,88.26154040218758
2004-04-30,87.73904780075758
2004-05-03,88.56196451578812
2004-05-04,88.72077035084916
2004-05-05,88.88559946102434
2004-05-06,88.31045927679658
2004-05-07,87.11627349847353
2004-05-10,86.16452734450172
2004-05-11,86.85813240616184
2004-05-12,87.01480534744034
2004-05-13,86.95033859640084
2004-05-14,86.86392831788531
2004-05-17,85.95712015194907
2004-05-18,86.55952854320915
2004-05-19,86.36262924100562
2004-05-20,86.41516676471956
2004-05-21,86.77317829787197
2004-05-24,86.92856794908711
2004-05-25,88.32886734044101
2004-05-26,88.49506971600832
2004-05-27,88.96681032595325
2004-05-28,88.91056787942199
2004-05-31,88.91739910866809
2004-06-01,88.95807310774084
2004-06-02,89.26845175147619
2004-06-03,88.58615507257599
2004-06-04,89.05275210582602
2004-06-07,90.46762240255178
2004-06-08,90.59210452054546
2004-06-09,89.75256117022258
2004-06-10,90.17207586073278
2004-06-11,90.15858265211251
2004-06-14,89.26900285916744
2004-06-15,89.84066496561337
2004-06-16,89.99241838874828
2004-06-17,89.86792254295116
2004-06-18,90.09543406673212
2004-06-21,89.71278693306373
2004-06-22,90.0572979354672
2004-06-23,90.84801639649407
2004-06-24,90.58123856658868
2004-06-25,90.07213791413163
2004-06-28,90.01039644889302
2004-06-29,90.25066612288262
2004-06-30,90.6361849975195
2004-07-01,89.6918815266394
2004-07-02,89.43844399814161
2004-07-05,89.43722012606285
2004-07-06,88.70162468798145
2004-07-07,88.91603843634181
2004-07-08,88.20243718461745
2004-07-09,88.51177968652955
2004-07-12,88.60802481847365
2004-07-13,88.66590886270836
2004-07-14,88.38528322595043
2004-07-15,88.02400990533349
2004-07-16,87.64640805296848
2004-07-19,87.60681953576342
2004-07-20,88.20253283936003
2004-07-21,86.97443081847112
2004-07-22,87.23336951286646
2004-07-23,86.32182576647395
2004-07-26,86.126797013133
2004-07-27,86.94000966819672
2004-07-28,86.97794364245163
2004-07-29,87.4281342201329
2004-07-30,87.54143576605505
2004-08-02,87.94166847544088
2004-08-03,87.40756535717456
2004-08-04,87.32551395549439
2004-08-05,85.936213871089
2004-08-06,84.66861964941096
2004-08-09,84.76882070217069
2004-08-10,85.85513632919074
2004-08-11,85.62160199708607
2004-08-12,84.62307942972699
2004-08-13,84.77430932450028
2004-08-16,85.88653842649074
2004-08-17,86.11025993614388
2004-08-18,87.18184354520862
2004-08-19,86.86204961968882
2004-08-20,87.45405159405857
2004-08-23,87.2371537273883
2004-08-24,87.28748139937815
2004-08-25,87.97746990513626
2004-08-26,88.00108429026943
2004-08-27,88.24448579497566
2004-08-30,87.55876539877072
2004-08-31,87.98354894052105
2004-09-01,88.17158560276157
2004-09-02,89.13986815390774
2004-09-03,88.76891990658854
2004-09-06,88.77103821828977
2004-09-07,89.37833461717456
2004-09-08,88.9915865354944
2004-09-09,89.1668877696592
2004-09-10,89.58129851295638
2004-09-13,89.78589340928538
2004-09-14,89.95768025529064
2004-09-15,89.33624735413771
2004-09-16,89.61159365428604
2004-09-17,89.99266340968737
2004-09-20,89.52870494394911
2004-09-21,90.08990500326364
2004-09-22,88.86660749376264
2004-09-23,88.4493721735926
2004-09-24,88.5824638640162
2004-09-27,88.05985735989559
2004-09-28,88.56218542775903
2004-09-29,88.95607278810705
2004-09-30,88.9251753783368
2004-10-01,90.29216903466455
2004-10-04,90.62281595353397
2004-10-05,90.54510838416778
2004-10-06,91.1631435737274
2004-10-07,90.24438605479234
2004-10-08,89.57170176304338
2004-10-11,89.76358840458752
2004-10-12,89.57217107496342
2004-10-13,88.93930924705198
2004-10-14,88.1201996049477
2004-10-15,88.49215632172734
2004-10-18,88.96894751717274
2004-10-19,88.13730583628688
2004-10-20,88.18598046242214
2004-10-21,88.41722190864006
2004-10-22,87.55485169123232
2004-10-25,87.47201087868653
2004-10-26,88.71903370206739
2004-10-27,89.84046494990709
2004-10-28,90.01813742189815
2004-10-29,90.24011237061848
2004-11-01,90.27091680715083
2004-11-02,90.25524936939819
2004-11-03,91.2894654451358
2004-11-04,92.72827788448842
2004-11-05,93.06134527290408
2004-11-08,92.93763786403338
2004-11-09,92.89681996789473
2004-11-10,92.82777832590301
2004-11-11,93.66556859591624
2004-11-12,94.54013372331214
2004-11-15,94.52394248931344
2004-11-16,93.88180308476225
2004-11-17,94.40557290046053
2004-11-18,94.55625972159777
2004-11-19,93.50029747643912
2004-11-22,94.0413671693654
2004-11-23,94.00257560171798
2004-11-24,94.37142199200655
2004-11-25,94.34662636095672
2004-11-26,94.41360254905743
2004-11-29,94.11856191977905
2004-11-30,93.75113546353853
2004-12-01,95.16489904596276
2004-12-02,95.06696292366212
2004-12-03,95.12742406377278
2004-12-06,95.05844195534596
2004-12-07,93.99918813091848
2004-12-08,94.47952932248162
2004-12-09,94.99891241572035
2004-12-10,94.90112500960997
2004-12-13,95.71274906000869
2004-12-14,96.11615824459435
2004-12-15,96.33265124143718
2004-12-16,96.14092356984884
2004-12-17,95.46280056629934
2004-12-20,95.47523648191554
2004-12-21,96.37079323183212
2004-12-22,96.7193186775095
2004-12-23,96.75012350454281
2004-12-24,96.74184073963224
2004-12-27,96.3171719041819
2004-12-28,97.00584625000705
2004-12-29,97.01967760417187
2004-12-30,97.02538789453664
2004-12-31,96.90933616879839
2005-01-03,96.07230437970995
2005-01-04,94.92421597259485
2005-01-05,94.54383046225888
2005-01-06,94.87772850369377
2005-01-07,94.73447153940239
2005-01-10,95.09537468586441
2005-01-11,94.48982524936648
2005-01-12,94.93022173444425
2005-01-13,94.08973689773927
2005-01-14,94.66780958466433
2005-01-17,94.66503673424829
2005-01-18,95.60458442753934
2005-01-19,94.65422783870017
2005-01-20,93.91422157228664
2005-01-21,93.29752028920419
2005-01-24,92.95874292978333
2005-01-25,93.28639887893445
2005-01-26,93.81909837217093
2005-01-27,93.81798825865087
2005-01-28,93.54272320637642
2005-01-31,94.35879712369538
2005-02-01,94.9937089277627
2005-02-02,95.30463023054229
2005-02-03,95.0311356197336
2005-02-04,96.12936521611755
2005-02-07,96.02471021353801
2005-02-08,96.11418750550435
2005-02-09,95.27771923913123
2005-02-10,95.66766854841839
2005-02-11,96.35494300634944
2005-02-14,96.42742559080787
2005-02-15,96.7358928146062
2005-02-16,96.74859326648635
2005-02-17,95.96947237099137
2005-02-18,96.04226338909862
2005-02-21,96.0380770244363
2005-02-22,94.63330275064197
2005-02-23,95.15815115147007
2005-02-24,95.92300582464418
2005-02-25,96.83943154118985
2005-02-28,96.19825809415559
2005-03-01,96.73499846249247
2005-03-02,96.74223948381416
2005-03-03,96.74775723932204
2005-03-04,97.68481397347506
2005-03-07,97.97797087582413
2005-03-08,97.50087474156761
2005-03-09,96.50545283482064
2005-03-10,96.67451403568518
2005-03-11,95.98783842321673
2005-03-14,96.59381272350393
2005-03-15,95.88175640318462
2005-03-16,95.096104438072
2005-03-17,95.25139646258427
2005-03-18,95.20832603397429
2005-03-21,94.76203389971083
2005-03-22,93.80952918812281
2005-03-23,93.81862371207653
2005-03-24,93.7555141894963
2005-03-25,93.75361666389307
2005-03-28,93.96641890193048
2005-03-29,93.27311593567019
2005-03-30,94.59973278593007
2005-03-31,94.53482403077444
2005-04-01,93.91443602419342
2005-04-04,94.14251342694642
2005-04-05,94.57105239676211
2005-04-06,94.7932639779372
2005-04-07,95.38316624158765
2005-04-08,94.57460837873727
2005-04-11,94.55622401306177
2005-04-12,95.11519950910358
2005-04-13,93.99173514694111
2005-04-14,93.02971271811167
2005-04-15,91.54839866577385
2005-04-18,91.81622632449047
2005-04-19,92.3878823144972
2005-04-20,91.1942111023657
2005-04-21,92.95835000504717
2005-04-22,92.33888831207916
2005-04-25,93.10756219194019
2005-04-26,92.3103487963715
2005-04-27,92.68522769923202
2005-04-28,91.62707125974039
2005-04-29,92.72269785715987
2005-05-02,93.15585467446537
2005-05-03,93.08387028829284
2005-05-04,94.25476815779201
2005-05-05,94.02699452444088
2005-05-06,93.93552509656114
2005-05-09,94.53668528474725
2005-05-10,93.54795510939715
2005-05-11,93.95608858124201
2005-05-12,93.03950315542984
2005-05-13,92.62629524613487
2005-05-16,93.57849149938114
2005-05-17,94.2550571975266
2005-05-18,95.22568177043073
2005-05-19,95.69732723748902
2005-05-20,95.57909769494337
2005-05-23,95.9437565922029
2005-05-24,95.95273063219067
2005-05-25,95.59743680807699
2005-05-26,96.253508274817
2005-05-27,96.3503548380119
2005-05-30,96.36369395581418
2005-05-31,95.7627823984524
2005-06-01,96.64689201981945
2005-06-02,96.8325420704093
2005-06-03,96.18356785883033
2005-06-06,96.30252139439384
2005-06-07,96.28436581142107
2005-06-08,96.05807975676284
2005-06-09,96.58291136288659
2005-06-10,96.34702334252071
2005-06-13,96.5896708955434
2005-06-14,96.82591983831783
2005-06-15,97.02777609661673
2005-06-16,97.41545573067282
2005-06-17,97.85770634203679
2005-06-20,97.81678353767532
2005-06-21,97.61578806259091
2005-06-22,97.62964314801684
2005-06-23,96.58889988014896
2005-06-24,95.84710024542319
2005-06-27,95.77705686115203
2005-06-28,96.69012083892886
2005-06-29,96.55005077030951
2005-06-30,95.87403187329873
2005-07-01,96.1360306613168
2005-07-04,96.13446299376925
2005-07-05,96.97715805648973
2005-07-06,96.21140645426738
2005-07-07,96.45373952253617
2005-07-08,97.59052280856478
2005-07-11,98.17608408231253
2005-07-12,98.36146967717524
2005-07-13,98.4471998966157
2005-07-14,98.67451007170227
2005-07-15,98.8248277163735
2005-07-18,98.27998561235076
2005-07-19,98.9954714467961
2005-07-20,99.45580138818129
2005-07-21,98.73843234548407
2005-07-22,99.25428083954253
2005-07-25,98.85180189410278
