Date,MSCI ACWI with Developed Markets 100% Hedged to EUR 
2010-03-08,1067.525933918444
2010-03-09,1068.725882491298
2010-03-10,1073.1923995951965
2010-03-11,1074.3330062603518
2010-03-12,1075.0065647359631
2010-03-15,1073.0597018684161
2010-03-16,1079.3106877283562
2010-03-17,1087.7073328297897
2010-03-18,1086.7959811591202
2010-03-19,1084.926249462864
2010-03-22,1085.3497260429374
2010-03-23,1091.756662140798
2010-03-24,1091.5557737310685
2010-03-25,1093.0348672323848
2010-03-26,1093.90861020718
2010-03-29,1098.8942208468857
2010-03-30,1101.034937846275
2010-03-31,1097.2824452786872
2010-04-01,1108.1777101588877
2010-04-02,1108.8418297659866
2010-04-05,1114.9816844317188
2010-04-06,1118.8950137901852
2010-04-07,1116.4929065187844
2010-04-08,1112.952919284708
2010-04-09,1120.9140250693413
2010-04-12,1120.7789544819327
2010-04-13,1118.5800148365893
2010-04-14,1128.1045516544664
2010-04-15,1131.3622345152517
2010-04-16,1115.858268432006
2010-04-19,1111.5493322664286
2010-04-20,1121.1857710551676
2010-04-21,1121.1499657124705
2010-04-22,1117.5896644075463
2010-04-23,1123.7678833853681
2010-04-26,1127.7103549980918
2010-04-27,1105.261862609173
2010-04-28,1101.3481231400451
2010-04-29,1112.2421920439408
2010-04-30,1103.9769878080347
2010-05-03,1109.8940127240437
2010-05-04,1087.7029051671852
2010-05-05,1078.3528193154016
2010-05-06,1051.9167501745474
2010-05-07,1029.2950357542873
2010-05-10,1075.230100926646
2010-05-11,1070.1893170460125
2010-05-12,1083.62297648181
2010-05-13,1082.8476238933363
2010-05-14,1060.4599363779193
2010-05-17,1054.9309745915034
2010-05-18,1050.7362610152088
2010-05-19,1035.4523725425715
2010-05-20,1004.2137968287316
2010-05-21,1008.7340556803308
2010-05-24,1004.9896694110364
2010-05-25,989.6599611605969
2010-05-26,996.8607034379726
2010-05-27,1026.2642369193366
2010-05-28,1023.1102995187812
2010-05-31,1024.9434911636895
2010-06-01,1012.308384641883
2010-06-02,1024.895474670941
2010-06-03,1035.9440781023595
2010-06-04,1013.4358159701925
2010-06-07,997.4999936332134
2010-06-08,1000.4835542286372
2010-06-09,1000.344672126933
2010-06-10,1020.4837876724156
2010-06-11,1028.1968446840053
2010-06-14,1031.955071673128
2010-06-15,1046.0207849988071
2010-06-16,1048.6662235174829
2010-06-17,1049.3502329843138
2010-06-18,1050.7216997915098
2010-06-21,1058.0418118877715
2010-06-22,1046.1180505971072
2010-06-23,1038.7886645372225
2010-06-24,1023.6626214569878
2010-06-25,1020.6762568344972
2010-06-28,1021.1206080040989
2010-06-29,992.9146249363714
2010-06-30,986.4046113766013
2010-07-01,974.421286752997
2010-07-02,972.547932260399
2010-07-05,972.4200153631098
2010-07-06,984.3959102573743
2010-07-07,1000.6429569498623
2010-07-08,1011.8717746312626
2010-07-09,1019.5906685022924
2010-07-12,1021.3642154518217
2010-07-13,1032.3735967706154
2010-07-14,1034.475601371127
2010-07-15,1028.6899962013567
2010-07-16,1008.1314636895138
2010-07-19,1008.2787000112558
2010-07-20,1014.3835304216519
2010-07-21,1012.8941191653613
2010-07-22,1027.9369717430347
2010-07-23,1036.688927293887
2010-07-26,1042.8875892177962
2010-07-27,1043.8845365898155
2010-07-28,1041.7666971091353
2010-07-29,1038.3222989257508
2010-07-30,1035.86567041281
2010-08-02,1054.4435279089164
2010-08-03,1053.0668969011037
2010-08-04,1056.117852947684
2010-08-05,1055.9739776039225
2010-08-06,1050.727951814884
2010-08-09,1057.9714394656758
2010-08-10,1052.1138670197647
2010-08-11,1028.3450930734462
2010-08-12,1024.4616481412386
2010-08-13,1024.963211885385
2010-08-16,1024.3304644864515
2010-08-17,1035.40247095848
2010-08-18,1036.389023614139
2010-08-19,1025.3413097790062
2010-08-20,1020.117080947685
2010-08-23,1019.3066230919667
2010-08-24,1004.8159536468676
2010-08-25,1001.5277326786518
2010-08-26,1000.6740111531949
2010-08-27,1012.7135853684786
2010-08-30,1008.400526054376
2010-08-31,1005.4276799230685
2010-09-01,1029.1633351291512
2010-09-02,1035.7767563981056
2010-09-03,1045.412618230102
2010-09-06,1049.3927351491484
2010-09-07,1042.9618370754883
2010-09-08,1044.9419143545658
2010-09-09,1051.7199611992244
2010-09-10,1055.7941895460317
2010-09-13,1065.6818754002804
2010-09-14,1064.2299739121222
2010-09-15,1066.372381983114
2010-09-16,1062.575881671355
2010-09-17,1064.2800872559478
2010-09-20,1075.8676010558515
2010-09-21,1072.7863956772173
2010-09-22,1064.5885060752682
2010-09-23,1060.9056714602557
2010-09-24,1071.917444515802
2010-09-27,1071.1702867598528
2010-09-28,1072.430300202196
2010-09-29,1071.6949925980712
2010-09-30,1067.439347704183
2010-10-01,1070.0116783516678
2010-10-04,1065.176101945775
2010-10-05,1079.3654192247745
2010-10-06,1084.0022577571713
2010-10-07,1082.1916625988297
2010-10-08,1084.2741216601264
2010-10-11,1086.8633407017678
2010-10-12,1085.2086334044511
2010-10-13,1094.6846288423342
2010-10-14,1094.2429842264116
2010-10-15,1094.0169170516756
2010-10-18,1097.6912308338176
2010-10-19,1089.3776512524369
2010-10-20,1092.6469288005253
2010-10-21,1095.5758819517316
2010-10-22,1097.41238004078
2010-10-25,1100.297224143031
2010-10-26,1099.6285193333224
2010-10-27,1094.1930122506556
2010-10-28,1094.9258046864634
2010-10-29,1094.8949383765014
2010-11-01,1097.6278916597762
2010-11-02,1102.5306488776964
2010-11-03,1104.406645367137
2010-11-04,1120.8084630211167
2010-11-05,1128.1062833687815
2010-11-08,1129.6206875898022
2010-11-09,1126.5881146759505
2010-11-10,1128.7465923405437
2010-11-11,1125.4710290299215
2010-11-12,1113.9330594901478
2010-11-15,1116.376268874107
2010-11-16,1100.0921676002595
2010-11-17,1100.6126255691104
2010-11-18,1117.1342288487647
2010-11-19,1117.2476868513045
2010-11-22,1115.357053267595
2010-11-23,1100.1143554860948
2010-11-24,1111.1493050868748
2010-11-25,1113.9743093698162
2010-11-26,1107.498057520303
2010-11-29,1104.0783743896263
2010-11-30,1097.9261772782106
2010-12-01,1118.5734147953376
2010-12-02,1132.826993692456
2010-12-03,1132.4782220981374
2010-12-06,1134.115931969605
2010-12-07,1136.538477517712
2010-12-08,1138.3999061470745
2010-12-09,1142.6407755132095
2010-12-10,1144.7497368808786
2010-12-13,1146.7949150991817
2010-12-14,1149.5199530951522
2010-12-15,1145.0650523297668
2010-12-16,1148.971665196192
2010-12-17,1149.5408341413493
2010-12-20,1151.0375527390393
2010-12-21,1160.615099026364
2010-12-22,1163.6819878788237
2010-12-23,1163.9017934137316
2010-12-24,1162.5121629375697
2010-12-27,1160.7240281633085
2010-12-28,1161.3607837128777
2010-12-29,1165.2355351005338
2010-12-30,1160.0089171844063
2010-12-31,1156.591407274423
2011-01-03,1167.6847646925048
2011-01-04,1171.068111118084
2011-01-05,1174.8842613512957
2011-01-06,1175.8012161319862
2011-01-07,1172.828965405962
2011-01-10,1168.1520444668697
2011-01-11,1175.7443495511
2011-01-12,1186.3328499701202
2011-01-13,1182.9390123464636
2011-01-14,1185.0339452355324
2011-01-17,1184.0505505097362
2011-01-18,1188.5474482174498
2011-01-19,1179.6570456248453
2011-01-20,1172.2316676595487
2011-01-21,1170.472797531553
2011-01-24,1174.7421940992933
2011-01-25,1174.7497645428693
2011-01-26,1180.136709014599
2011-01-27,1181.791380014397
2011-01-28,1167.9143806612049
2011-01-31,1167.7832145346968
2011-02-01,1182.2212888674562
2011-02-02,1184.4340178213647
2011-02-03,1187.2599826175249
2011-02-04,1190.9736672481874
2011-02-07,1197.0533604791567
2011-02-08,1199.3456920479248
2011-02-09,1193.8475112770402
2011-02-10,1191.928858455631
2011-02-11,1196.6562933019457
2011-02-14,1204.103535612805
2011-02-15,1201.5240642136982
2011-02-16,1208.8452332789575
2011-02-17,1211.2066011110433
2011-02-18,1212.8801326003213
2011-02-21,1208.0771878591436
2011-02-22,1189.4165591509493
2011-02-23,1180.1303420033778
2011-02-24,1175.104835530735
2011-02-25,1188.7751804415097
2011-02-28,1194.8435037311024
2011-03-01,1186.6796273784144
2011-03-02,1182.7496397776904
2011-03-03,1196.0583736820695
2011-03-04,1193.5690413509478
2011-03-07,1184.53792130321
2011-03-08,1191.3557727128334
2011-03-09,1189.2243611494976
2011-03-10,1171.7537562263665
2011-03-11,1169.457097907241
2011-03-14,1155.8565677243382
2011-03-15,1131.0543858576123
2011-03-16,1123.5916377026215
2011-03-17,1132.7045021149697
2011-03-18,1139.1328832716158
2011-03-21,1153.8123521934579
2011-03-22,1156.2350303685023
2011-03-23,1160.2504525264387
2011-03-24,1169.045821608611
2011-03-25,1174.0574590726872
2011-03-28,1172.1015621024917
2011-03-29,1177.4915804955344
2011-03-30,1188.3129655297523
2011-03-31,1186.5363754201965
2011-04-01,1196.2709167554744
2011-04-04,1197.4957621561728
2011-04-05,1196.7989383196493
2011-04-06,1198.4201729521062
2011-04-07,1196.6759558973404
2011-04-08,1197.15487827035
2011-04-11,1193.2196474769019
2011-04-12,1178.30905378124
2011-04-13,1182.6403125384138
2011-04-14,1180.2723365389518
2011-04-15,1182.595845279421
2011-04-18,1169.5928226482226
2011-04-19,1172.1009536301701
2011-04-20,1189.3827673824308
2011-04-21,1195.1518598716448
2011-04-22,1195.2301865906904
2011-04-25,1193.7643426180011
2011-04-26,1198.5510628530794
2011-04-27,1202.8694075504807
2011-04-28,1205.0236110319884
2011-04-29,1207.178798326101
2011-05-02,1208.1412759712323
2011-05-03,1201.783582960466
2011-05-04,1190.7982020638108
2011-05-05,1185.3008962189556
2011-05-06,1191.2557553572344
2011-05-09,1194.0670783843123
2011-05-10,1201.485947823086
2011-05-11,1196.3290183356276
2011-05-12,1193.7358847728835
2011-05-13,1187.65327650454
2011-05-16,1180.8187121326698
2011-05-17,1177.9138008147722
2011-05-18,1187.1354355301428
2011-05-19,1190.1818206713783
2011-05-20,1185.0184999716264
2011-05-23,1167.98540116809
2011-05-24,1169.003883799162
2011-05-25,1171.541273336565
2011-05-26,1176.9572060424443
2011-05-27,1182.0414024557451
2011-05-30,1181.6769174416627
2011-05-31,1194.991073971173
2011-06-01,1178.9999890518893
2011-06-02,1171.3489079980263
2011-06-03,1163.0278336925228
2011-06-06,1153.4392174830793
2011-06-07,1153.1340932427552
2011-06-08,1147.0188017475145
2011-06-09,1153.6064013055525
2011-06-10,1141.5724630485836
2011-06-13,1140.0203372051792
2011-06-14,1151.6468526796675
2011-06-15,1139.5230194769938
2011-06-16,1134.0934480901217
2011-06-17,1134.0612012783697
2011-06-20,1133.9281678419936
2011-06-21,1149.647891016266
2011-06-22,1147.0439755723403
2011-06-23,1140.417118343228
2011-06-24,1136.8343576564112
2011-06-27,1139.493670186333
2011-06-28,1149.8057142597777
2011-06-29,1163.1064637579636
2011-06-30,1175.1650109732832
2011-07-01,1186.9402665915288
2011-07-04,1191.1278674444397
2011-07-05,1190.237324033466
2011-07-06,1191.1707637191287
2011-07-07,1198.393916786607
2011-07-08,1192.7506071402697
2011-07-11,1175.555682837579
2011-07-12,1165.5518768474296
2011-07-13,1170.6918906956087
2011-07-14,1163.0906242837334
2011-07-15,1165.6806482770426
2011-07-18,1154.912464641405
2011-07-19,1165.0715959455242
2011-07-20,1171.7425504920639
2011-07-21,1181.4279269965143
2011-07-22,1186.9668028152012
2011-07-25,1180.4892485360106
2011-07-26,1177.6067492194115
2011-07-27,1161.100520197288
2011-07-28,1157.6777403951548
2011-07-29,1148.4557675039327
2011-08-01,1146.9768776570354
2011-08-02,1122.8791988982346
2011-08-03,1113.0283857281245
2011-08-04,1074.3473013418125
2011-08-05,1057.8730004677536
2011-08-08,1004.2545808370974
2011-08-09,1025.2227256372378
2011-08-10,999.4936930949829
2011-08-11,1029.1935500369807
2011-08-12,1040.9624199193322
2011-08-15,1057.9631616706329
2011-08-16,1053.4319284197393
2011-08-17,1054.9710690920788
2011-08-18,1015.0727688332684
2011-08-19,996.2488643401693
2011-08-22,997.4679616858346
2011-08-23,1019.6742727625051
2011-08-24,1027.5776448191016
2011-08-25,1018.9323094987016
2011-08-26,1025.6979323815572
2011-08-29,1047.051842429524
2011-08-30,1054.3368052959509
2011-08-31,1067.6546967738004
2011-09-01,1065.7557917199151
2011-09-02,1042.2136574177725
2011-09-05,1024.6100996592497
2011-09-06,1020.5420289007144
2011-09-07,1048.788086939957
2011-09-08,1046.233574014397
2011-09-09,1024.0646100341728
2011-09-12,1013.7635588850824
2011-09-13,1021.1326440384988
2011-09-14,1028.7457911466743
2011-09-15,1044.997565975613
2011-09-16,1053.3229392459682
2011-09-19,1039.1552276502623
2011-09-20,1040.9371402328186
2011-09-21,1021.8237785789568
2011-09-22,983.216803576412
2011-09-23,983.1945059689466
2011-09-26,994.5683969494817
2011-09-27,1019.9569797979391
2011-09-28,1007.7102122778623
2011-09-29,1014.2584825293769
2011-09-30,997.5867080540847
2011-10-03,973.5902453970135
2011-10-04,972.1507410349682
2011-10-05,988.8232615754303
2011-10-06,1012.5312169608496
2011-10-07,1012.871927061318
2011-10-10,1034.0752568047455
2011-10-11,1038.919455970098
2011-10-12,1048.3516868326992
2011-10-13,1046.9328929376418
2011-10-14,1056.132402531663
2011-10-17,1047.9162753764535
2011-10-18,1052.9671717626388
2011-10-19,1047.7854238689463
2011-10-20,1041.8649354084007
2011-10-21,1056.655603736563
2011-10-24,1073.9891160529364
2011-10-25,1062.0020385955083
2011-10-26,1069.0721854626636
2011-10-27,1100.5339670766102
2011-10-28,1103.6783409727577
2011-10-31,1082.4763525449168
2011-11-01,1055.307096351772
2011-11-02,1064.6628467005523
2011-11-03,1079.1580082261305
2011-11-04,1078.5090182483666
2011-11-07,1080.7955964080331
2011-11-08,1087.343529858634
2011-11-09,1064.5682849596517
2011-11-10,1060.4183699653622
2011-11-11,1078.1637870143322
2011-11-14,1074.0403071081084
2011-11-15,1073.7859755799368
2011-11-16,1063.1168707581116
2011-11-17,1049.615934139287
2011-11-18,1042.765635708497
2011-11-21,1021.9060933182917
2011-11-22,1018.0838106158753
2011-11-23,999.5018697925534
2011-11-24,997.5711577510666
2011-11-25,996.1541308833121
2011-11-28,1025.007153011821
2011-11-29,1031.0269897466762
2011-11-30,1064.8320765105796
2011-12-01,1069.5487815017852
2011-12-02,1073.751441287683
2011-12-05,1081.951206851279
2011-12-06,1078.7961771439668
2011-12-07,1081.68289805007
2011-12-08,1064.441291983662
2011-12-09,1071.7305858298394
2011-12-12,1060.3375687195976
2011-12-13,1055.6098418784177
2011-12-14,1042.832436046145
2011-12-15,1042.4487665276035
2011-12-16,1044.272430248826
2011-12-19,1033.9487140503188
2011-12-20,1054.6343900750044
2011-12-21,1059.2362945368027
2011-12-22,1066.4968058524537
2011-12-23,1075.651412547256
2011-12-26,1076.084334330708
2011-12-27,1074.9976336891168
2011-12-28,1065.380597336303
2011-12-29,1074.3543530233917
2011-12-30,1074.4329914161046
2012-01-02,1077.2834735078125
2012-01-03,1093.2236541491955
2012-01-04,1095.0869598542968
2012-01-05,1093.694920710583
2012-01-06,1091.159891976567
2012-01-09,1091.3465487698663
2012-01-10,1104.110245306634
2012-01-11,1105.0163685868208
2012-01-12,1105.3522544066714
2012-01-13,1104.2856100214603
2012-01-16,1104.0536237092565
2012-01-17,1112.32527675134
2012-01-18,1119.699418010731
2012-01-19,1127.3273855601642
2012-01-20,1129.096182834449
2012-01-23,1130.6685196739459
2012-01-24,1129.1133614988828
2012-01-25,1135.3899057410426
2012-01-26,1135.4109521350342
2012-01-27,1132.4969027427087
2012-01-30,1125.6339403957638
2012-01-31,1128.8197791215266
2012-02-01,1139.5537849470436
2012-02-02,1144.3542059206407
2012-02-03,1157.4705219816833
2012-02-06,1158.5552315770938
2012-02-07,1157.775225607949
2012-02-08,1162.0304179330994
2012-02-09,1163.5176113081957
2012-02-10,1154.0688164887702
2012-02-13,1161.6489995797015
2012-02-14,1161.1005779297118
2012-02-15,1164.9855042762874
2012-02-16,1169.225864326681
2012-02-17,1174.070446551379
2012-02-20,1177.6569081324367
2012-02-21,1177.159048159107
2012-02-22,1175.4583241861992
2012-02-23,1176.2239283992883
2012-02-24,1177.7608957819996
2012-02-27,1176.3932345178512
2012-02-28,1180.9492167384399
2012-02-29,1179.477033451736
2012-03-01,1185.1343831204274
2012-03-02,1185.8959261825069
2012-03-05,1178.337069940195
2012-03-06,1157.478981839579
2012-03-07,1161.7773096255048
2012-03-08,1175.1253005093683
2012-03-09,1182.9957043425297
2012-03-12,1180.473029011555
2012-03-13,1198.2780391687736
2012-03-14,1200.8327347650165
2012-03-15,1205.5228871828888
2012-03-16,1206.2467103020485
2012-03-19,1207.1581160652113
2012-03-20,1200.3777678296826
2012-03-21,1197.6456021581512
2012-03-22,1189.8050458785867
2012-03-23,1190.3919295924102
2012-03-26,1200.5104667569774
2012-03-27,1201.8049778063573
2012-03-28,1195.3748779090452
2012-03-29,1187.6413512546403
2012-03-30,1192.587273685293
2012-04-02,1202.7466220328993
2012-04-03,1197.5504780219028
2012-04-04,1182.3149284670444
2012-04-05,1182.193514578367
2012-04-06,1181.252990150945
2012-04-09,1171.4171551970655
2012-04-10,1152.888461096176
2012-04-11,1157.3920846037117
2012-04-12,1170.4381225523512
2012-04-13,1161.0951474255594
2012-04-16,1159.3515944571518
2012-04-17,1172.7485796330582
2012-04-18,1171.3662982275196
2012-04-19,1166.4297330964366
2012-04-20,1167.423751481439
2012-04-23,1153.6933916487644
2012-04-24,1157.7817986789928
2012-04-25,1169.8264859558979
2012-04-26,1174.3867407894293
2012-04-27,1177.4849304506265
2012-04-30,1175.3136640885884
2012-05-01,1178.3770110977025
2012-05-02,1177.1629843370313
2012-05-03,1171.0571569503152
2012-05-04,1155.5302911659371
2012-05-07,1152.2791188282772
2012-05-08,1144.5984416763217
2012-05-09,1136.8276631777592
2012-05-10,1140.218700656117
2012-05-11,1137.3681349648514
2012-05-14,1122.9232785599243
2012-05-15,1116.0571461638165
2012-05-16,1107.4558430778693
2012-05-17,1097.0569574517692
2012-05-18,1084.1274038078877
2012-05-21,1095.5599049568875
2012-05-22,1103.9005606554776
2012-05-23,1094.5421676275819
2012-05-24,1099.0148015687002
2012-05-25,1098.745370228815
2012-05-28,1099.6537063568437
2012-05-29,1111.1964137340944
2012-05-30,1096.5473099041103
2012-05-31,1094.6339749834215
2012-06-01,1073.238804199959
2012-06-04,1066.871479140777
2012-06-05,1074.2264236101576
2012-06-06,1095.8882880508074
2012-06-07,1100.942958239562
2012-06-08,1102.0389627063043
2012-06-11,1097.5302409371493
2012-06-12,1104.870219532832
2012-06-13,1100.930350271832
2012-06-14,1104.3995586450299
2012-06-15,1113.9092348436486
2012-06-18,1119.0639652473017
2012-06-19,1129.298947728777
2012-06-20,1131.729708449453
2012-06-21,1115.6727970221343
2012-06-22,1115.4408062823622
2012-06-25,1100.4375234646752
2012-06-26,1102.2463341459063
2012-06-27,1113.1409514283705
2012-06-28,1111.8784563201505
2012-06-29,1136.313216987941
2012-07-02,1143.197313192624
2012-07-03,1154.1149130680683
2012-07-04,1156.2911378214799
2012-07-05,1153.9605986329557
2012-07-06,1144.1758696899094
2012-07-09,1138.5826024983346
2012-07-10,1134.9896067276118
2012-07-11,1134.5720114099051
2012-07-12,1125.269441621973
2012-07-13,1138.8701752900097
2012-07-16,1138.021041112198
2012-07-17,1143.4357374278848
2012-07-18,1148.8703276741949
2012-07-19,1156.5846548219215
2012-07-20,1145.3875279655456
2012-07-23,1128.0247713718277
2012-07-24,1120.4146038593885
2012-07-25,1118.3035649101848
2012-07-26,1134.824673253968
2012-07-27,1155.2608026508537
2012-07-30,1162.3479478976785
2012-07-31,1157.9270506757373
2012-08-01,1157.2133696678786
2012-08-02,1149.415735205034
2012-08-03,1165.4323630435395
2012-08-06,1171.78504484439
2012-08-07,1178.7293720180191
2012-08-08,1180.5481513763525
2012-08-09,1185.0064569673161
2012-08-10,1184.4143400938851
2012-08-13,1181.2776967978177
2012-08-14,1184.5209403210158
2012-08-15,1184.798405985999
2012-08-16,1191.8020992822649
2012-08-17,1195.969615414548
2012-08-20,1193.818772227419
2012-08-21,1193.0826491335981
2012-08-22,1188.535390550516
2012-08-23,1182.3294268430584
2012-08-24,1184.3365052061843
2012-08-27,1184.3220641530716
2012-08-28,1180.076203834095
2012-08-29,1180.5086770514501
2012-08-30,1171.4186660609546
2012-08-31,1173.6419955236931
2012-09-03,1176.764516806095
2012-09-04,1171.8017483294639
2012-09-05,1168.9969301479985
2012-09-06,1189.3837183289547
2012-09-07,1196.9611394971253
2012-09-10,1193.394721859229
2012-09-11,1195.258860466832
2012-09-12,1198.9578549420573
2012-09-13,1208.6777115866469
2012-09-14,1220.2724697388044
2012-09-17,1217.1848656450973
2012-09-18,1214.6298027689847
2012-09-19,1218.018867732331
2012-09-20,1214.270877977987
2012-09-21,1216.671791872619
2012-09-24,1213.9262591951992
2012-09-25,1208.1012122836842
2012-09-26,1198.140405827325
2012-09-27,1206.3951660508137
2012-09-28,1200.5730937022258
2012-10-01,1206.0901556718277
2012-10-02,1206.6607842979313
2012-10-03,1208.2753842787688
2012-10-04,1212.9191141016302
2012-10-05,1216.3018828869515
2012-10-08,1211.1001197766832
2012-10-09,1202.8251111019183
2012-10-10,1195.3544371457594
2012-10-11,1197.7674220614924
2012-10-12,1194.7344664169743
2012-10-15,1201.3649629436538
2012-10-16,1213.5794749602353
2012-10-17,1219.1814269597023
2012-10-18,1220.8037246324732
2012-10-19,1209.131226735056
2012-10-22,1207.8914073702917
2012-10-23,1193.3110820576765
2012-10-24,1191.2207146776082
2012-10-25,1195.0039787503288
2012-10-26,1192.200735110303
2012-10-29,1191.058063008004
2012-10-30,1192.97483901448
2012-10-31,1193.4582928493444
2012-11-01,1203.8326359935845
2012-11-02,1202.2311037000648
2012-11-05,1201.3622073233635
2012-11-06,1208.0834549938888
2012-11-07,1191.3253850040246
2012-11-08,1180.295662749315
2012-11-09,1180.0949546238783
2012-11-12,1178.3825835630926
2012-11-13,1175.366288228579
2012-11-14,1164.4365322358863
2012-11-15,1160.3028854238164
2012-11-16,1161.78199494847
2012-11-19,1181.377324185611
2012-11-20,1183.2494162485727
2012-11-21,1186.1283903086473
2012-11-22,1190.0692958701948
2012-11-23,1200.1971943040458
2012-11-26,1197.8215117714528
2012-11-27,1196.5040064526565
2012-11-28,1199.8085431864013
2012-11-29,1208.662919722533
2012-11-30,1209.5777258581072
2012-12-03,1206.5769900981013
2012-12-04,1205.0114091145538
2012-12-05,1209.0565454230418
2012-12-06,1214.5411314055575
2012-12-07,1218.3020612502185
2012-12-10,1219.668279039868
2012-12-11,1224.7926994853829
2012-12-12,1227.0113644077771
2012-12-13,1222.7916000333712
2012-12-14,1220.779081948795
2012-12-17,1226.2887945450614
2012-12-18,1235.6679043926108
2012-12-19,1236.5871339988028
2012-12-20,1239.7778107555548
2012-12-21,1232.3037181992058
2012-12-24,1230.929592731174
2012-12-25,1231.7271548099625
2012-12-26,1229.941445598899
2012-12-27,1230.8990676971673
2012-12-28,1224.3694836377629
2012-12-31,1234.2027101888532
2013-01-01,1234.3196693824398
2013-01-02,1258.8017049834027
2013-01-03,1261.795338742537
2013-01-04,1269.5988641305798
2013-01-07,1264.3130514816387
2013-01-08,1260.5433342559934
2013-01-09,1266.5388292926946
2013-01-10,1270.569971013394
2013-01-11,1269.796548004273
2013-01-14,1269.8469593052182
2013-01-15,1270.9849625001705
2013-01-16,1269.7056263156624
2013-01-17,1275.3602605249605
2013-01-18,1281.860137762845
2013-01-21,1281.81129677906
2013-01-22,1284.1942647188323
2013-01-23,1283.9479694170595
2013-01-24,1285.6334694177774
2013-01-25,1290.6060853513209
2013-01-28,1288.6029504418045
2013-01-29,1294.3616032851692
2013-01-30,1290.4836294964707
2013-01-31,1286.9193629117647
2013-02-01,1295.386527735587
2013-02-04,1285.2976714576548
2013-02-05,1291.0458007391621
2013-02-06,1293.3546130674858
2013-02-07,1291.165243464388
2013-02-08,1297.2014009788868
2013-02-11,1295.50520183506
2013-02-12,1299.094364953423
2013-02-13,1302.1716824376329
2013-02-14,1302.6425529164612
2013-02-15,1300.173722685306
2013-02-18,1301.9175932273981
2013-02-19,1310.73030472616
2013-02-20,1304.7229076312512
2013-02-21,1291.9053201311667
2013-02-22,1302.151877609615
2013-02-25,1293.9336856275581
2013-02-26,1289.8084014286344
2013-02-27,1300.4390974004511
2013-02-28,1307.8876498803818
2013-03-01,1310.1975232791503
2013-03-04,1309.923580702794
2013-03-05,1322.6852947566738
2013-03-06,1327.6791531525885
2013-03-07,1328.4509468439069
2013-03-08,1338.4443524821086
2013-03-11,1342.0382969990594
2013-03-12,1339.1269619616037
2013-03-13,1337.56272387568
2013-03-14,1343.8043754408986
2013-03-15,1341.5393983155534
2013-03-18,1332.0734774845564
2013-03-19,1330.1273557960417
2013-03-20,1335.451995541206
2013-03-21,1328.1918395703783
2013-03-22,1328.6292082564355
2013-03-25,1328.5829398072824
2013-03-26,1334.9399207802037
2013-03-27,1336.410349436877
2013-03-28,1338.4013503999652
2013-03-29,1338.6703984850976
2013-04-01,1331.6451692309558
2013-04-02,1338.190762721196
2013-04-03,1328.350836581501
2013-04-04,1328.4586309844199
2013-04-05,1319.8932542375644
2013-04-08,1328.2084122339834
2013-04-09,1333.3560663005537
2013-04-10,1349.5316379468597
2013-04-11,1356.7702184569418
2013-04-12,1351.0120514033654
2013-04-15,1329.07985863018
2013-04-16,1335.1776538713332
2013-04-17,1322.7605975803342
2013-04-18,1315.741377465233
2013-04-19,1326.314337217017
